# swarm-d64 chain: k=3, D=4, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6760566601  pop=100
# p=1 gen  2: best_d64=0.6760566601  pop=100
# p=1 gen  3: best_d64=0.6760566601  pop=100
# p=1 gen  4: best_d64=0.6760566601  pop=100
# p=1 gen  4: best_d64=0.6760566601  pop=-1
3,4,1,0.676056660061,5564,5.3,2.591542135873866,2.854221306911619
# p=2 gen  1: best_d64=0.7391227847  pop=100
# p=2 gen  2: best_d64=0.7391227847  pop=100
# p=2 gen  3: best_d64=0.7391227847  pop=100
# p=2 gen  4: best_d64=0.7391227847  pop=100
# p=2 gen  4: best_d64=0.7391227847  pop=-1
3,4,2,0.739122784672,11503,0.9,2.7191318341854074;2.4203993772399452,2.778000234751337;2.9301352528631184
# p=3 gen  1: best_d64=0.7771440626  pop=100
# p=3 gen  2: best_d64=0.7771440626  pop=100
# p=3 gen  3: best_d64=0.7771440626  pop=100
# p=3 gen  4: best_d64=0.7771440626  pop=100
# p=3 gen  4: best_d64=0.7771440626  pop=-1
3,4,3,0.777144062579,16674,2.1,0.36139473697403895;5.658936677687307;2.4131631520576433,1.954568320890278;0.29547135445385975;1.746714088066846
# p=4 gen  1: best_d64=0.7899577179  pop=100
# p=4 gen  2: best_d64=0.8022011775  pop=100
# p=4 gen  3: best_d64=0.8022040181  pop=100
# p=4 gen  4: best_d64=0.8022040181  pop=100
# p=4 gen  5: best_d64=0.8022040181  pop=100
# p=4 gen  6: best_d64=0.8022040181  pop=100
# p=4 gen  6: best_d64=0.8022040181  pop=-1
3,4,4,0.802204018074,25912,11.6,2.8172818861672635;2.578009781160912;0.6416408236957178;2.408306231445225,0.3871000508508094;1.8855913808432738;1.8369360967139021;1.7237506821326922
# p=5 gen  1: best_d64=0.8031547287  pop=100
# p=5 gen  2: best_d64=0.8114350697  pop=100
# p=5 gen  3: best_d64=0.8114350697  pop=100
# p=5 gen  4: best_d64=0.8114398574  pop=100
# p=5 gen  5: best_d64=0.8114398574  pop=100
# p=5 gen  6: best_d64=0.8114398574  pop=100
# p=5 gen  7: best_d64=0.8114398574  pop=100
# p=5 gen  7: best_d64=0.8114398574  pop=-1
3,4,5,0.811439857423,32938,70.1,3.45336163188236;0.5449490686920344;2.5041863021693946;2.971607869057202;2.1528986795894696,2.752947280295601;1.2537480828186045;1.048754806187682;1.820156433592521;2.9926481050277953
# p=6 gen  1: best_d64=0.8246965585  pop=100
# p=6 gen  2: best_d64=0.8246967312  pop=100
# p=6 gen  3: best_d64=0.8246967312  pop=100
# p=6 gen  4: best_d64=0.8246967312  pop=100
# p=6 gen  5: best_d64=0.8246967312  pop=100
# p=6 gen  5: best_d64=0.8246967312  pop=-1
3,4,6,0.824696731210,29342,285.2,5.990405102857599;3.657924974569561;0.5934709566945535;3.30680502662239;5.39783008905682;3.886051360246229,1.9599775474958927;0.319006831546994;2.08068091022417;2.9407009124759553;1.816583619111721;0.1271339258279434
# p=7 gen  1: best_d64=0.8381399176  pop=100
# p=7 gen  2: best_d64=0.8381401004  pop=100
# p=7 gen  3: best_d64=0.8381401004  pop=100
# p=7 gen  4: best_d64=0.8381401004  pop=100
# p=7 gen  5: best_d64=0.8381401004  pop=100
# p=7 gen  5: best_d64=0.8381401004  pop=-1
3,4,7,0.838140100433,31549,1307.9,6.007772747127111;3.6309169311200793;0.5660103685809522;3.3252762389943586;5.439623778901955;3.801166154592135;3.893282848092085,1.9588929497317464;0.31865331243922235;2.0758493920034415;2.9633686976589577;1.8423488237920935;0.22494027165822286;0.11773210381199653
# p=8 gen  1: best_d64=0.8479039822  pop=100
# p=8 gen  2: best_d64=0.8479068303  pop=100
# p=8 gen  3: best_d64=0.8479068304  pop=100
# p=8 gen  4: best_d64=0.8479068304  pop=100
# p=8 gen  5: best_d64=0.8479068305  pop=100
# p=8 gen  6: best_d64=0.8479068305  pop=100
# p=8 gen  6: best_d64=0.8479068305  pop=-1
3,4,8,0.847906830487,38209,6874.9,6.020907641183572;3.6118140622834307;0.5431377141769643;3.309382966220593;5.502629046380569;3.7301828538665234;3.7885715084879754;3.883307639905015,1.9578864421936846;0.3176849586496047;2.0717179683300375;2.9732950401690643;1.8527025897590876;0.2529715923969675;0.21440364613355659;0.10953004747682865
# p=9 gen  1: best_d64=0.8559527708  pop=100
# p=9 gen  2: best_d64=0.8559547910  pop=100
# p=9 gen  3: best_d64=0.8559547926  pop=100
# p=9 gen  4: best_d64=0.8559547926  pop=100
# p=9 gen  5: best_d64=0.8559547926  pop=100
# p=9 gen  6: best_d64=0.8559547926  pop=100
# p=9 gen  6: best_d64=0.8559547926  pop=-1
3,4,9,0.855954792613,38883,35238.4,6.032488457560404;3.59445221712093;0.5228745337385893;3.30288127777654;5.535322601360919;3.6934741542818297;3.729001912141871;3.790881729627679;3.8876770562654612,1.9564561369216382;0.3151881822955622;2.062330364383919;2.9848899990903757;1.8571530042239075;0.2718956621634694;0.24646605341287495;0.20628007977333362;0.10260433461716102
# p=10 gen  1: best_d64=0.8628148882  pop=100
# p=10 gen  2: best_d64=0.8628175614  pop=100
