# swarm-d64 chain: k=6, D=8, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6424024539  pop=100
# p=1 gen  2: best_d64=0.6424024539  pop=100
# p=1 gen  3: best_d64=0.6424024539  pop=100
# p=1 gen  4: best_d64=0.6424024539  pop=100
# p=1 gen  4: best_d64=0.6424024539  pop=-1
6,8,1,0.642402453911,5763,5.3,2.7217178881047612,1.3943336542950888
# p=2 gen  1: best_d64=0.6956672196  pop=100
# p=2 gen  2: best_d64=0.6956672196  pop=100
# p=2 gen  3: best_d64=0.6956672196  pop=100
# p=2 gen  4: best_d64=0.6956672196  pop=100
# p=2 gen  4: best_d64=0.6956672196  pop=-1
6,8,2,0.695667219631,9859,0.9,2.807360698130897;2.656532573592687,1.3756737778491317;1.4389822978685405
# p=3 gen  1: best_d64=0.7284166907  pop=100
# p=3 gen  2: best_d64=0.7284166907  pop=100
# p=3 gen  3: best_d64=0.7284166907  pop=100
# p=3 gen  4: best_d64=0.7284166907  pop=100
# p=3 gen  4: best_d64=0.7284166907  pop=-1
6,8,3,0.728416690695,12712,2.0,2.847005579096141;5.855260790431245;5.818900945366259,1.3749675730524906;1.4092751793903062;3.029250677718661
# p=4 gen  1: best_d64=0.7508609887  pop=100
# p=4 gen  2: best_d64=0.7508609887  pop=100
# p=4 gen  3: best_d64=0.7508609887  pop=100
# p=4 gen  4: best_d64=0.7508609887  pop=100
# p=4 gen  4: best_d64=0.7508609887  pop=-1
6,8,4,0.750860988673,15199,9.6,2.8700557592251155;5.889906636750545;5.8677450861459866;5.831572105949918,1.378566259169797;1.4066200292714535;2.9906980970531247;3.042223119380521
# p=5 gen  1: best_d64=0.7674887247  pop=100
# p=5 gen  2: best_d64=0.7674887247  pop=100
# p=5 gen  3: best_d64=0.7674887247  pop=100
# p=5 gen  4: best_d64=0.7674887247  pop=100
# p=5 gen  4: best_d64=0.7674887247  pop=-1
6,8,5,0.767488724670,17221,45.4,2.885833301702195;5.910477205099836;5.8988008106783925;5.879431065943342;5.840490487669053,1.3819596991457714;1.408410839133735;2.9855182867234777;2.9974059818253536;3.051872758503943
# p=6 gen  1: best_d64=0.7803714376  pop=100
# p=6 gen  2: best_d64=0.7803714377  pop=100
# p=6 gen  3: best_d64=0.7803714377  pop=100
# p=6 gen  4: best_d64=0.7803714377  pop=100
# p=6 gen  4: best_d64=0.7803714377  pop=-1
6,8,6,0.780371437703,17403,211.3,2.897072436317342;5.925135111457442;5.9171924673358705;5.910546865125832;5.889613909565788;5.846824790304383,1.3849441963190423;1.4114355839750348;2.985662699006095;2.9896310300316626;3.003007291567463;3.059607416939201
# p=7 gen  1: best_d64=0.7906673143  pop=100
# p=7 gen  2: best_d64=0.7906673161  pop=100
# p=7 gen  3: best_d64=0.7906673161  pop=100
# p=7 gen  4: best_d64=0.7906673161  pop=100
# p=7 gen  5: best_d64=0.7906673161  pop=100
# p=7 gen  5: best_d64=0.7906673161  pop=-1
6,8,7,0.790667316068,22371,1152.0,2.905600194113807;5.936442610651429;5.929915563604942;5.928303625975634;5.921796182716253;5.8973451905906105;5.851215688027682,1.3876360351973092;1.414444919730618;2.9876584253964698;2.987973348799772;2.9927179415178577;3.008206042088209;3.065990156552227
# p=8 gen  1: best_d64=0.7990941823  pop=100
# p=8 gen  2: best_d64=0.7990942359  pop=100
# p=8 gen  3: best_d64=0.7990942359  pop=100
# p=8 gen  4: best_d64=0.7990942359  pop=100
# p=8 gen  5: best_d64=0.7990942359  pop=100
# p=8 gen  5: best_d64=0.7990942359  pop=-1
6,8,8,0.799094235874,19188,4748.5,2.9123435662001835;5.945509947521469;5.939561609225191;5.940518020382278;5.939697420074579;5.930924588412059;5.902981302175893;5.85426092542512,1.39003777907895;1.4172278122460222;2.99011859086688;2.9889475360191358;2.9892938325388134;2.9956096301444415;3.0131435268611315;3.071357987503063
# p=9 gen  1: best_d64=0.8061214922  pop=100
# p=9 gen  2: best_d64=0.8061222027  pop=100
# p=9 gen  3: best_d64=0.8061222027  pop=100
# p=9 gen  4: best_d64=0.8061222027  pop=100
# p=9 gen  5: best_d64=0.8061222027  pop=100
# p=9 gen  5: best_d64=0.8061222027  pop=-1
6,8,9,0.806122202716,19071,22357.9,2.917833959486802;5.953020683623879;5.94725756536947;5.949581694153961;5.951859411418242;5.9493537954983315;5.93805082051124;5.906969631006795;5.85635156022964,1.392180818493714;1.4197514938440976;2.9925679096760587;2.9907506602992653;2.9893322346022595;2.990514414136173;2.9985018769849976;3.0178551211946845;3.0759608569174595
# p=10 gen  1: best_d64=0.8120738890  pop=100
# p=10 gen  2: best_d64=0.8120752585  pop=100
# p=10 gen  3: best_d64=0.8120752585  pop=100
