# swarm-d64 chain: k=4, D=8, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6291249318  pop=100
# p=1 gen  2: best_d64=0.6291249318  pop=100
# p=1 gen  3: best_d64=0.6291249318  pop=100
# p=1 gen  4: best_d64=0.6291249318  pop=100
# p=1 gen  4: best_d64=0.6291249318  pop=-1
4,8,1,0.629124931820,4733,5.4,2.7457815416768456,1.3361488991550294
# p=2 gen  1: best_d64=0.6773738825  pop=100
# p=2 gen  2: best_d64=0.6773738825  pop=100
# p=2 gen  3: best_d64=0.6773738825  pop=100
# p=2 gen  4: best_d64=0.6773738825  pop=100
# p=2 gen  4: best_d64=0.6773738825  pop=-1
4,8,2,0.677373882496,10249,0.9,0.306077152824493;3.621579302735371,0.27440948476693683;0.17217110763530963
# p=3 gen  1: best_d64=0.7072594747  pop=100
# p=3 gen  2: best_d64=0.7072594747  pop=100
# p=3 gen  3: best_d64=0.7072594747  pop=100
# p=3 gen  4: best_d64=0.7072594747  pop=100
# p=3 gen  4: best_d64=0.7072594747  pop=-1
4,8,3,0.707259474723,15494,2.2,0.2647148935322309;3.557958059118283;3.6077631079060155,0.2840627529040016;0.22042744594072575;0.14372012435817044
# p=4 gen  1: best_d64=0.7277841522  pop=100
# p=4 gen  2: best_d64=0.7277841522  pop=100
# p=4 gen  3: best_d64=0.7277841522  pop=100
# p=4 gen  4: best_d64=0.7277841522  pop=100
# p=4 gen  4: best_d64=0.7277841522  pop=-1
4,8,4,0.727784152166,17710,8.9,3.3815845224659515;0.378664773656572;3.5544138423276035;3.6003277052270772,1.854863730859665;1.8024267841316675;1.7705131659222497;0.12506989007718103
# p=5 gen  1: best_d64=0.7430780611  pop=100
# p=5 gen  2: best_d64=0.7430780611  pop=100
# p=5 gen  3: best_d64=0.7430780611  pop=100
# p=5 gen  4: best_d64=0.7430780611  pop=100
# p=5 gen  4: best_d64=0.7430780611  pop=-1
4,8,5,0.743078061124,18508,45.1,3.364617137811027;0.35573764034318406;3.5199818712974205;3.5492499263568327;3.595244418294372,1.853782346924679;1.8044691256499152;1.7841891966509418;0.18660391425272171;0.11140960058569335
# p=6 gen  1: best_d64=0.7549724796  pop=100
# p=6 gen  2: best_d64=0.7549724796  pop=100
# p=6 gen  3: best_d64=0.7549724796  pop=100
# p=6 gen  4: best_d64=0.7549724796  pop=100
# p=6 gen  4: best_d64=0.7549724796  pop=-1
4,8,6,0.754972479611,20776,225.5,3.3523400380466515;0.3390054505745655;3.499388052719709;3.5147799122335437;3.544027514590966;3.5919590649150885,1.8520535949311476;1.803413674488837;1.7881789713981489;0.2033601450828084;0.17613187034075503;0.10073666683186543
# p=7 gen  1: best_d64=0.7645203559  pop=100
# p=7 gen  2: best_d64=0.7645203559  pop=100
# p=7 gen  3: best_d64=0.7645203559  pop=100
# p=7 gen  4: best_d64=0.7645203559  pop=100
# p=7 gen  4: best_d64=0.7645203559  pop=-1
4,8,7,0.764520355931,20618,970.1,3.3428883723666094;0.3261703694598067;3.484934240271695;3.4949883158495143;3.5082440958361834;3.540253426209964;3.58988239064888,1.850083183254067;1.8014873801970148;1.7882831101528058;0.20961656655682295;0.1957989597637202;0.16706085373675766;0.0921555393897248
# p=8 gen  1: best_d64=0.7723733959  pop=100
# p=8 gen  2: best_d64=0.7723733960  pop=100
# p=8 gen  3: best_d64=0.7723733960  pop=100
# p=8 gen  4: best_d64=0.7723733960  pop=100
# p=8 gen  4: best_d64=0.7723733960  pop=-1
4,8,8,0.772373395985,20372,4395.9,3.3353668275082717;0.31589273657873507;3.4739107101300895;3.4814601489607115;3.488445504169785;3.502733298708786;3.5378172469233817;3.588613623509666,1.8480922098786363;1.7992011038054447;1.786928438071041;0.2111601943100089;0.20421556176886113;0.18927417232818294;0.15894195894090957;0.08506135228029493
# p=9 gen  1: best_d64=0.7789576171  pop=100
# p=9 gen  2: best_d64=0.7789576180  pop=100
# p=9 gen  3: best_d64=0.7789576180  pop=100
# p=9 gen  4: best_d64=0.7789576180  pop=100
# p=9 gen  5: best_d64=0.7789576180  pop=100
# p=9 gen  5: best_d64=0.7789576180  pop=-1
4,8,9,0.778957618041,24348,25180.4,3.329220443569553;0.30740313148838466;3.465128865091389;3.4713731768583256;3.475101377196359;3.482569756062733;3.4984963483108116;3.536491744830979;3.5879695593997174,1.846161602043331;1.796848677507845;1.7850080196068128;0.21065157071498808;0.20715916158126949;0.19971146702939832;0.18327335252751448;0.15154854822073044;0.07904805608293826
# p=10 gen  1: best_d64=0.7845649677  pop=100
# p=10 gen  2: best_d64=0.7845649922  pop=100
# p=10 gen  3: best_d64=0.7845649922  pop=100
# p=10 gen  4: best_d64=0.7845649922  pop=100
# p=10 gen  5: best_d64=0.7845649922  pop=100
# p=10 gen  5: best_d64=0.7845649922  pop=-1
4,8,10,0.784564992229,23297,126589.2,3.324081025147755;0.3002184948209276;3.4578801730574593;3.4634132618291242;3.4653865153475247;3.469037243064381;3.477774283965299;3.495420393389169;3.5360124381100753;3.5878004815483613,1.8443231906147106;1.7945548092237744;1.7828891415689778;0.20926557147596644;0.20757890742221768;0.20399424354686313;0.1955489281692218;0.17759212004751265;0.14475781670777566;0.07386745533393294
# p=11 gen  1: best_d64=0.7894023281  pop=100
# p=11 gen  2: best_d64=0.7894023970  pop=100
